"minGCV","optimalBandwidth","meanBeta.Intercept","meanBeta.Air_Mean","meanBeta.FIN_SQ_FT","meanBeta.ACRES_POLY","meanBeta.YEAR_BUILT","meanBeta.OWNOCC","meanBeta.MED_INCOME","meanBeta.MCA3","meanBeta.LAKE_dist","meanBeta.PARK_dist","meanBeta.SHOP_dist","meanBeta.CBD_dist","meanBeta.PercWhite","meanBeta.PercU18","sterBeta.Intercept","sterBeta.Air_Mean","sterBeta.FIN_SQ_FT","sterBeta.ACRES_POLY","sterBeta.YEAR_BUILT","sterBeta.OWNOCC","sterBeta.MED_INCOME","sterBeta.MCA3","sterBeta.LAKE_dist","sterBeta.PARK_dist","sterBeta.SHOP_dist","sterBeta.CBD_dist","sterBeta.PercWhite","sterBeta.PercU18"
0.0389850791510197,2000,6.42832876795768,-0.00256409842166256,0.000291241238685269,0.254395852292589,0.0020027303480119,0.0196280774767649,2.17230736643148e-06,0.00233867046167561,2.12369066646977e-05,1.43471673221422e-06,-2.63141599303176e-06,7.09415034238505e-06,0.00369200487591905,-1.80131851866538e-05,1.22758250378462,0.00108076938550911,1.42600987349524e-05,0.0762462442459675,0.000641202543647646,0.0241612919298049,4.95655044039308e-07,0.00151686211492782,1.30196710689824e-05,6.43321719733344e-06,6.6963286164774e-06,3.5038287271966e-06,0.000659804601307832,0.000688201506663028
0.0389485455776684,2000,6.49346826968158,-0.00266561815103588,0.000289969661264674,0.256701560290512,0.00196630450321565,0.0223626868643149,2.20714010120765e-06,0.0023181326638689,2.18467319186226e-05,1.4426696830534e-06,-2.78976074779331e-06,7.52154059907053e-06,0.00361817699095845,-2.67500767597211e-05,1.33287790320301,0.00121218770832529,1.54259297476395e-05,0.0811132635687876,0.00069683224910078,0.0251287803173298,5.23770354953088e-07,0.00166389389326097,1.31454341124923e-05,6.57544040617328e-06,6.34979444914747e-06,3.15421152053986e-06,0.00067720004063402,0.000814932988460527
0.0390247891668468,2000,6.41422731776823,-0.00248311531108249,0.000289775088642387,0.251800434788561,0.00200995198456542,0.0216651117531147,2.1782275289906e-06,0.00231035490036417,2.12982768792593e-05,1.63020448073836e-06,-2.59303588434426e-06,7.1564138375878e-06,0.00369205999625611,8.7180229228597e-06,1.27253521149534,0.00117386357776675,1.49965665301269e-05,0.0713144397393829,0.000662199922333561,0.0259013649137295,4.51389743671913e-07,0.0013342878464428,1.26247668827676e-05,6.38434570578909e-06,6.4580553683411e-06,3.34556040856829e-06,0.00065111895415862,0.000774944409181486
0.0390902824232905,2000,6.41129220883482,-0.00262570467701704,0.000288489720803273,0.250279551988569,0.00200543400260738,0.0229356499125868,2.2185161416636e-06,0.0023602273852224,2.14467764827485e-05,1.68844917942217e-06,-2.34240215711097e-06,7.07464641133741e-06,0.0036578171679716,-6.47046599327874e-05,1.38264168354959,0.00109150023190673,1.65763412431297e-05,0.0738232042944905,0.000695013705326357,0.0281092030967751,4.8374434455236e-07,0.00141085433421048,1.27866149056597e-05,5.72426645224587e-06,6.96902499357904e-06,3.37543629764357e-06,0.000643357715829834,0.000722146019195055
0.0389311808012899,2000,6.50295224142766,-0.00268558984525939,0.00029055547753115,0.258468226414366,0.00197210901384674,0.0215817605279324,2.19742307678148e-06,0.00228273360604429,2.14548901627546e-05,1.64722787735843e-06,-2.9554208808055e-06,7.25126418607881e-06,0.00366530002204492,-3.58068217089139e-05,1.3098351670704,0.00118560128970262,1.45896739137819e-05,0.0739477707359149,0.000673486273852275,0.0229296807084854,4.6778121756471e-07,0.00153238781367552,1.21381042125782e-05,6.4185615772467e-06,6.4913637709723e-06,3.00477196312711e-06,0.000731124542896305,0.000697448082523959
0.0388963516410887,2000,6.47398159103632,-0.00251813472145761,0.000290181131326581,0.248963640594816,0.0019680576054479,0.0205444675162333,2.19990561999503e-06,0.0023682255021213,2.16689254744599e-05,1.32688519536377e-06,-2.30222705775899e-06,7.26315122750246e-06,0.00368302503268655,-1.22622413014042e-05,1.2602270771373,0.00108619440599042,1.47583055144858e-05,0.0787214567300473,0.000673801490531546,0.0264879706393779,4.82965459532755e-07,0.0014142759215249,1.11290782638096e-05,6.59203692045338e-06,7.11244055923576e-06,3.6359943466357e-06,0.000667748827620102,0.000698740196234824
0.0390690319375601,2000,6.45786846702187,-0.00259648339992109,0.000291349723868164,0.254286471070989,0.00197594255805401,0.0219527734617768,2.18668563175834e-06,0.00235213897655661,2.10179691987422e-05,1.6233412597165e-06,-2.32910547202696e-06,7.49698488045628e-06,0.00366858929721369,-4.59760517657305e-05,1.35455706120379,0.00113293244747584,1.64482853226116e-05,0.0741612447503703,0.00070500607736267,0.024337511703201,5.05593737902246e-07,0.00157285533523435,1.31660350455484e-05,5.95368262571767e-06,6.33569919096955e-06,3.15569107462495e-06,0.000722928710117008,0.000695335911642676
0.0390180373246142,2000,6.44039926916785,-0.00269110079240781,0.000288842103961296,0.251597492732368,0.00199550877467222,0.0213553503474126,2.1819120832527e-06,0.0023619757340388,2.08806337386324e-05,1.52872668385461e-06,-2.1030517948201e-06,7.16725584709371e-06,0.00363214480879391,-7.83588535483003e-05,1.4589292314177,0.00120880363055328,1.61147461133782e-05,0.0859628213757611,0.00073273448235241,0.0245061484447783,4.73322953292076e-07,0.00145588728554089,1.20476010347831e-05,6.21341761378585e-06,6.59508342182532e-06,3.62228312805338e-06,0.000659155586067198,0.000654313386109226
0.0389219587264101,2000,6.44783515944487,-0.00271683903688428,0.000288722756101364,0.252564293458469,0.00198477817917554,0.0222242708316681,2.18515143426959e-06,0.00239557768292735,2.10510117993056e-05,1.42294389964133e-06,-2.56283317649135e-06,7.33079625055466e-06,0.00361543340779459,-3.83245968268221e-05,1.2945267592848,0.00121315915171004,1.45028504961067e-05,0.0725513958528108,0.000671112433742726,0.0256842998832817,4.91190144277491e-07,0.0015973161647129,1.35135784619428e-05,6.79500933373975e-06,6.69700030038943e-06,3.05753612663458e-06,0.000678512436568474,0.000771026780959403
0.0389699927309436,2000,6.41272800998589,-0.00260115179215731,0.000289185326353787,0.250208027340032,0.0020091052493947,0.020741126624196,2.16072543818475e-06,0.00234370107784724,2.2003531674313e-05,1.29411375401806e-06,-2.21749839629062e-06,7.23934348400231e-06,0.00370186028411973,-2.30016568746625e-05,1.28049556546691,0.00121117339350542,1.3611488609328e-05,0.0835494739002115,0.000638397939385745,0.0233271190102295,5.76161562124429e-07,0.00154950253009015,1.24894082612983e-05,6.44919007808684e-06,6.43990341765896e-06,3.3522541013732e-06,0.000730761140662141,0.000725023624299237
0.0389252133923612,2000,6.38452763601261,-0.0025844793696145,0.000289442368654956,0.250485689829157,0.00199335506023796,0.0217926911881786,2.15155535996149e-06,0.00249410755655672,1.99421353959396e-05,1.85576264638811e-06,-1.8881315249197e-06,7.24345870022766e-06,0.00365133856854143,-9.47647977897558e-05,1.27046951810657,0.0010764919862605,1.58760187077907e-05,0.0856587744321584,0.000639970699540916,0.0237738812505792,4.72063081410695e-07,0.00158634797391534,1.27717853136182e-05,6.09217266250108e-06,6.48296338549311e-06,3.25470006635219e-06,0.00070868664702684,0.000802718595875029
0.0389540299903699,2000,6.48788305400529,-0.00263786647779515,0.000290332753005593,0.253558775850561,0.00198179932898792,0.0220736436331645,2.23035770522281e-06,0.0022805940925567,2.07733513650713e-05,1.55935939904887e-06,-2.4279078936544e-06,7.14788154345041e-06,0.00366296236697323,1.03472484914536e-05,1.26452780788388,0.00109535904600722,1.76280774458761e-05,0.0788506187827824,0.000656800576014468,0.0224202868029655,5.2379576376901e-07,0.0014755118350817,1.36775297697257e-05,6.46611838611396e-06,6.61711173943354e-06,3.05915763807549e-06,0.000693821004459877,0.00086883132292861
0.0388408547420524,2000,6.57049135965074,-0.00264575274368787,0.000290599951062895,0.254961480011388,0.00194701946307316,0.0227367623264501,2.18437168387248e-06,0.00224664528095191,2.24392159077583e-05,9.97696545199439e-07,-1.96467850282497e-06,7.24550910727902e-06,0.00365286288716084,-3.4692039713517e-05,1.40871222389186,0.00111196802952016,1.69398894922097e-05,0.0682062778279677,0.000742377149543061,0.0239004891940513,4.71649538030623e-07,0.00140905173998436,1.28153130379985e-05,6.22146681688833e-06,6.52340420215374e-06,3.29797974043202e-06,0.000598165717085223,0.000682246167187897
0.0389572781109412,2000,6.43020547662927,-0.00258282536221122,0.000290469339379639,0.249290422315126,0.00198932909907974,0.0238382431577937,2.16160559618232e-06,0.00237304410793088,2.14296802244e-05,1.72181202119e-06,-2.49018263320831e-06,7.35375073859876e-06,0.00363899753747766,-3.39210705138998e-05,1.31312607325593,0.00113474120052578,1.7038540576552e-05,0.0775669066198762,0.000662223718933259,0.0239816941652073,5.08370990622477e-07,0.0014343650733545,1.29821552971032e-05,6.17198750371555e-06,6.48243711548326e-06,2.7910028933685e-06,0.000628626858294097,0.000795692435444486
0.0389867094666916,2000,6.46686468407432,-0.00261372525172587,0.000290225209334494,0.261319692864417,0.00198244799527098,0.0204417194620333,2.14013753942462e-06,0.00230681074416262,2.1512377386348e-05,1.87866337520594e-06,-2.01197748847395e-06,7.35321450660579e-06,0.00368995173028765,-8.01431688859848e-06,1.3670017796063,0.00122725019335436,1.69672047640524e-05,0.0721670198980187,0.000695096502065576,0.0236218873039936,4.86164734681342e-07,0.00141361197929144,1.19892342683354e-05,6.08224551531034e-06,7.11574458244752e-06,2.94739468205759e-06,0.000731165428849441,0.000833883442568146
0.0388090523890573,2000,6.5761597683962,-0.00266421688454609,0.000289304881667523,0.259959975974793,0.00193762935321424,0.0210281060050728,2.21821657627367e-06,0.00227901033362084,2.14889439901373e-05,1.68076444790181e-06,-2.622381737941e-06,7.52261338592091e-06,0.00362583098790797,-4.64497705184724e-05,1.35644081464281,0.00112035336507213,1.6002004472759e-05,0.0748052257574355,0.000683551083797553,0.0236519177152131,5.01872155141256e-07,0.00151489756271234,1.27656507205729e-05,6.88965605340512e-06,6.71081002217334e-06,3.38657828002041e-06,0.000730904335082373,0.00072227779667331
0.0389692965770498,2000,6.40538954062502,-0.00263596535240497,0.00028921447534331,0.257283385388039,0.00203996103215282,0.020841617706734,2.21027922844575e-06,0.00219818322259133,2.13863053146376e-05,1.7408241980761e-06,-2.75604231904923e-06,7.01638191944131e-06,0.00366741326480032,-0.00015641573141968,1.25917411646284,0.00123636496256054,1.57863620806977e-05,0.0773395345348836,0.000647924109515668,0.0260240931380499,4.93436146703319e-07,0.00138646200161704,1.13428701285473e-05,5.77513250777082e-06,7.72434961460922e-06,3.03165679140162e-06,0.000672074365146861,0.00082289130320979
0.0389027792911781,2000,6.45801237509359,-0.00256384744599951,0.000289731457222284,0.252037911040973,0.00197943807956873,0.0231916465520226,2.19219929004737e-06,0.00234097268157273,2.1322517297335e-05,1.03289875987095e-06,-1.87730567056767e-06,7.27692387157215e-06,0.003701848838101,-2.03425500809623e-05,1.34894271425243,0.00121445253673385,1.46928156344277e-05,0.087133955558387,0.000693287134169735,0.0248211143671929,4.70402824612678e-07,0.0014264361541261,1.34019321945702e-05,6.12074351241697e-06,6.35990731364816e-06,3.02981409452647e-06,0.000700799334311618,0.000714203801597095
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
