"minGCV","optimalBandwidth","meanBeta.Intercept","meanBeta.MAX","meanBeta.FIN_SQ_FT","meanBeta.ACRES_POLY","meanBeta.YEAR_BUILT","meanBeta.OWNOCC","meanBeta.MED_INCOME","meanBeta.MCA3","meanBeta.LAKE_dist","meanBeta.PARK_dist","meanBeta.SHOP_dist","meanBeta.CBD_dist","sterBeta.Intercept","sterBeta.MAX","sterBeta.FIN_SQ_FT","sterBeta.ACRES_POLY","sterBeta.YEAR_BUILT","sterBeta.OWNOCC","sterBeta.MED_INCOME","sterBeta.MCA3","sterBeta.LAKE_dist","sterBeta.PARK_dist","sterBeta.SHOP_dist","sterBeta.CBD_dist"
0.0408362042609489,10000,7.1073379613907,-0.00230677455371518,0.00029110969683697,0.270806545865228,0.00145827912108115,0.0308516451276901,3.00785791848062e-06,0.00371428549498937,2.06017855940306e-05,-5.96642836437963e-07,-3.68112559959057e-06,1.10699224117699e-05,1.31482271382657,0.00089603220281595,6.9876658167767e-06,0.0290027834227151,0.000635403249053727,0.0209860817184689,4.23095497130395e-07,0.00136159337510188,8.95625146266761e-06,3.82601495721977e-06,4.38875907034232e-06,1.90161521437868e-06
0.0408071025186081,10000,7.02978007824816,-0.00223039650126835,0.000290981749041713,0.272785222257538,0.00147648537030255,0.0318652753149711,2.98558959574342e-06,0.00378754283109995,2.20660232256646e-05,-2.40240745004359e-07,-4.23283073631063e-06,1.12502344594213e-05,1.32750295981669,0.00088231981733618,6.97417858336537e-06,0.0264679390065468,0.000652929678122751,0.0205488752739876,4.02335198910708e-07,0.00126876507445067,8.27384663111806e-06,3.47335988470701e-06,3.85898894939792e-06,1.50121050198586e-06
0.0407931692392555,10000,7.03135913825383,-0.00231013026948699,0.000290764606086827,0.265745319842021,0.00149801652671191,0.0331532590806647,2.9688555650919e-06,0.00371443948410633,2.06857964336186e-05,-4.42012289803539e-07,-3.36720549755215e-06,1.107879492342e-05,1.30225542351323,0.000906158360454597,6.62573331781252e-06,0.0286964521180071,0.000648057627034107,0.0220609229760244,4.008538894979e-07,0.00125855870515959,8.37617978889713e-06,3.35709507967185e-06,4.32442893374313e-06,1.52774658814147e-06
0.0408390287466938,10000,7.12063183509983,-0.00228529716660913,0.000292069945193127,0.272568069270139,0.00143504030134733,0.0312390891311723,2.95243207202742e-06,0.00377494836657825,2.12116150757209e-05,-5.5553928732684e-07,-3.51555202822089e-06,1.13011572680419e-05,1.35663016155332,0.000822616808064813,6.3428574565663e-06,0.0331024244016977,0.000663447470885782,0.0197985679021027,4.70572961825046e-07,0.00133686904454046,9.49276420823826e-06,3.09771120376998e-06,3.70837472946333e-06,1.6873179961975e-06
0.0408246095400069,10000,7.13646854317461,-0.00226726003983449,0.000291125381485915,0.264044364496607,0.00144919166076081,0.0317712651631759,3.01634071668987e-06,0.00366030012619866,2.151468714057e-05,-1.08455915153974e-06,-3.83271965340445e-06,1.13106664243863e-05,1.33998723072842,0.000853598389936209,6.39461338708171e-06,0.0276012387245713,0.000652226539142501,0.0218001936718344,4.19218857833102e-07,0.00125052870662093,9.06720382609339e-06,3.66043186826323e-06,3.67119797602903e-06,1.5620088992129e-06
0.0408250356225122,10000,7.13316706907935,-0.00229203852184,0.000291251116597067,0.268641340203572,0.0014491197983409,0.0330424102777111,2.9826526196929e-06,0.00368349411331401,2.0227119020328e-05,-9.41809228604897e-07,-3.58779908703514e-06,1.13182802751049e-05,1.3402556746527,0.000935358621699837,7.14417063813169e-06,0.0293066081028442,0.000673189699211869,0.0219857534195415,3.93384929566156e-07,0.00135353284201544,9.95274075672856e-06,3.39647768963457e-06,3.9402641956657e-06,1.47963352632384e-06
0.0408209760604343,10000,7.23439437671116,-0.00228012590697535,0.000293431719040716,0.270737197394427,0.00142497495435141,0.0304697792693957,3.00188729842214e-06,0.00348898522088212,2.13813524247131e-05,-6.39308656708146e-07,-3.37680373757132e-06,1.13970473984034e-05,1.27542098892343,0.000874192012193647,6.97226852024218e-06,0.0294241419265184,0.000641519155129168,0.0208115390320855,4.07939991169591e-07,0.00130753803186515,8.89094113413604e-06,3.46627307849452e-06,3.87097897567432e-06,1.66007712949198e-06
0.0408407264224233,10000,7.0843953847386,-0.00223252544609142,0.000290578543534013,0.272487663891359,0.0014720257915956,0.0303062073065252,3.03609263042421e-06,0.00366137057671213,2.14555196646626e-05,-9.69171757764017e-07,-3.46839623419092e-06,1.14106123758747e-05,1.26533796546118,0.000878897906436962,6.6093946386973e-06,0.0298433672797157,0.000624156985055531,0.0227249570886652,4.06439777456896e-07,0.00130891355431607,8.52714845337231e-06,3.13886435130222e-06,3.97805400381363e-06,1.72821063293306e-06
0.0408442465002558,10000,7.10202144782498,-0.00231245849783741,0.000290204406816103,0.276860982327177,0.00147297710944988,0.031616951988897,2.97452057806692e-06,0.00362915489504981,2.16372947716173e-05,-7.48534405649662e-07,-3.74574136325864e-06,1.13132536953901e-05,1.32225171383441,0.000915004869350405,6.68864243869087e-06,0.0294475193591666,0.00064023304734744,0.0203140621730109,3.86671417016004e-07,0.00131820574872596,8.972232704502e-06,3.45712048740122e-06,3.77005924229662e-06,1.6883191252078e-06
0.0407988209133009,10000,7.14070544373335,-0.00231067732562032,0.000291184881291983,0.269423091380262,0.00145159174980921,0.0299920001957714,2.9991217555781e-06,0.00365216783307476,2.04738856473353e-05,-4.33934189256203e-07,-3.4839586817958e-06,1.12923099090548e-05,1.35986826121801,0.000904518584698642,6.28332989952243e-06,0.0367391275020602,0.000668062280705056,0.0220174280757961,4.32445993153498e-07,0.00132297751946895,9.52309688811142e-06,3.75477898415923e-06,4.11373589313085e-06,1.60690955282779e-06
