"minGCV","optimalBandwidth","meanBeta.Intercept","meanBeta.MAX","meanBeta.FIN_SQ_FT","meanBeta.ACRES_POLY","meanBeta.YEAR_BUILT","sterBeta.Intercept","sterBeta.MAX","sterBeta.FIN_SQ_FT","sterBeta.ACRES_POLY","sterBeta.YEAR_BUILT"
0.0557740350555644,100,7.84323254078251,-0.00471740701324278,0.000273941724409699,0.312443985105403,0.0021857266348862,4.58595521295028,0.00380665079720549,6.92042331574895e-05,0.362415057581622,0.0023628298580177
0.0559100009462653,100,7.87305255831401,-0.00456184642402788,0.00027463245593567,0.30751850548901,0.00216956039621381,4.34729161054253,0.0038272569209247,6.92314477805771e-05,0.363946461189279,0.00225367354855967
0.0559720974380538,100,7.94288068265788,-0.00466621939203322,0.000275039415531915,0.310206416496188,0.0021342469517086,4.4188530626766,0.00387683511067135,7.04758082445035e-05,0.351603894981452,0.00228583072482829
0.0559950877433947,100,7.97914876982418,-0.00474815787250545,0.000276046525558156,0.320567443876291,0.0021172270240714,4.49246417101227,0.00372538648134107,6.88786845736165e-05,0.363288113468991,0.00233174238450516
0.0560402527166604,100,7.86748639097402,-0.00466139104015008,0.000274937864261444,0.308129170101243,0.00217673980052499,4.54420632898842,0.00390717647931948,6.86634080237722e-05,0.369423409752235,0.00234706525531839
0.05605320198085,100,7.96088523293609,-0.00460392230578618,0.000274455962218623,0.31148086991838,0.00212392536149139,4.42862039641667,0.00376695244818256,6.78537190878469e-05,0.36163147324986,0.00229019558063228
0.0560630127341474,100,7.74747670357418,-0.00457236517318049,0.00027309674163622,0.313647896228821,0.00223605392531656,4.4726418214354,0.0038552941221174,7.02525882408271e-05,0.356629279490226,0.00230966689784384
0.0560810148265633,100,7.89486042138912,-0.00464106080086477,0.000275468259160675,0.304520351418839,0.00215709568440887,4.50956197999572,0.00363569298843329,6.70577525750417e-05,0.361735705138306,0.00232971037531531
0.0561060186268051,100,8.04303564310111,-0.00464378223838958,0.000274407657889081,0.311989057447928,0.00208301924719345,4.57625477955063,0.00368416744995297,6.73792414929859e-05,0.363928083464792,0.00236983813245728
0.0561161537893023,100,7.89096231586353,-0.00465486093942223,0.000274825570722466,0.318853010136436,0.00215832205812979,4.43971989609233,0.0038318626274998,6.91417627658909e-05,0.362405147434067,0.00229687844476113
0.0561289343090459,100,7.98732852813962,-0.00467931969675159,0.000274348019648894,0.304608918262572,0.00211194890646096,4.40079096004199,0.00380799843690254,6.74989904097799e-05,0.354644870041301,0.00227419592744032
0.0561358078847573,100,8.02190459567631,-0.00480455261782776,0.000275824769879973,0.31006535632193,0.00209780936007133,4.41901976650772,0.00382050637511165,6.98217042649277e-05,0.353122594739592,0.00228259216744955
0.0561431813026334,100,7.98767365308189,-0.00476148233857265,0.000274665692409223,0.318345310407061,0.00211579712793857,4.43192873007493,0.00378160704864367,7.12625527507542e-05,0.353972708637911,0.00229545810407254
0.0561718282523634,100,7.9693588119025,-0.00474468760910204,0.000274744174754085,0.321225067272363,0.00212547338156259,4.35391060262594,0.00378531773666695,6.84643512187511e-05,0.362701513071417,0.00225503090241136
0.0561750534686793,100,7.78579216234457,-0.00468753180125273,0.000275600491548134,0.311231138881296,0.00221529195973706,4.32371405108742,0.00368531789258778,6.90944118425653e-05,0.353562633259198,0.00224490547435001
0.0562116638677831,100,7.89167265042184,-0.00465072688230084,0.00027510732321404,0.312724513729059,0.00215748070938801,4.48870103718479,0.00380310015067825,6.68151977474465e-05,0.354077195630285,0.00233233268634541
0.0562188089019746,100,7.97689188131255,-0.00475316259269292,0.000274648461836814,0.310162688077594,0.00211954147105175,4.32230862256755,0.0037324964905678,6.77709685254729e-05,0.359444355482284,0.00223871507632243
0.0562256440629034,100,8.01467040889478,-0.00468199433093026,0.000274826904040147,0.316452765318684,0.00209623719797962,4.3840137395449,0.00380026297590404,6.95312338704651e-05,0.355061704000757,0.00226727986093648
0.0562315958550046,100,7.91982544832997,-0.00463216852955942,0.000274988881685209,0.311149861916089,0.00215044967042163,4.36861842208495,0.0037423437195989,6.70652476091398e-05,0.359584298774929,0.00226104599774966
0.056238634115947,100,7.89694754611975,-0.0047145563821007,0.000273226116530054,0.320631290123739,0.00215990580725601,4.40553230330244,0.00372356476334744,6.70109028183314e-05,0.354455880108518,0.00228487000955974
0.0562455254089465,100,7.98801076752655,-0.00470672939753497,0.000275072215300079,0.31549302674117,0.00211444619055064,4.46024372566321,0.0037322447794137,6.85700609741676e-05,0.352954807741666,0.00230450785854713
0.056247454039805,100,7.82349460731652,-0.00462582047972556,0.000273432204478165,0.319031527330616,0.00219756324956857,4.46602706535988,0.00384355357298968,7.01658356994975e-05,0.358224350767411,0.00231102301693926
0.056266297721585,100,7.85211915485837,-0.00464914464877817,0.000275105960391146,0.312997528341697,0.00217906810639685,4.4525652923976,0.00373302558220288,6.59217422443562e-05,0.366089305757965,0.00230882204605486
0.0562664999118967,100,8.04724454707718,-0.00471467402165427,0.000275839731485493,0.31231940751958,0.00208305873550455,4.35511039486525,0.0038382898363579,6.88555702311921e-05,0.35364738800264,0.0022447797651929
0.0562714343064874,100,7.9208662133668,-0.00468474665882227,0.000274143343429033,0.314210885024238,0.00214847372980424,4.45864731352662,0.00368215519465686,6.82917960491424e-05,0.35763264061732,0.00229972434970236
0.0562747999729721,100,7.90455825467595,-0.00456148847342081,0.000274445608592154,0.308548155892846,0.0021545956682137,4.41690819849269,0.00384738606396941,6.89238034790621e-05,0.3518580012258,0.00228567807003209
0.0562884007987148,100,7.93308387117198,-0.00460960638656901,0.000275350542034838,0.315143166597818,0.00213492362361471,4.42441589081419,0.00374818468172048,6.70433685742337e-05,0.359810456918658,0.00228972239432621
