"minGCV","optimalBandwidth","meanBeta.Intercept","meanBeta.MAX","meanBeta.FIN_SQ_FT","meanBeta.ACRES_POLY","meanBeta.YEAR_BUILT","sterBeta.Intercept","sterBeta.MAX","sterBeta.FIN_SQ_FT","sterBeta.ACRES_POLY","sterBeta.YEAR_BUILT"
0.0496755223549341,4000,8.29722009994508,-0.0046917088048546,0.00028130912697415,0.297563944932283,0.00193706364686417,1.52302298332666,0.000853180984845301,1.86443635626385e-05,0.0400631798087012,0.000838908445821328
0.0496507233010348,4000,8.32559446877469,-0.00478275436595876,0.000282784493961511,0.297051909866595,0.00192547120561987,1.5072542273221,0.000851653651063085,1.91378321749744e-05,0.0422205961235107,0.000827212852192275
0.0496321496724011,4000,8.35850503100687,-0.00463415493081263,0.000279937848394719,0.29813183309158,0.00190819998722296,1.61989545697608,0.00085850794212177,1.89331549440261e-05,0.0471791918556765,0.000883751152968502
0.0497206022059736,4000,8.41032101919646,-0.00478740369254319,0.000282380847282815,0.298810696874205,0.00188476694544873,1.57108109838518,0.000919681170257568,1.84664570341717e-05,0.0441939373377333,0.000854996475538757
0.0496874647358737,4000,8.44950153345999,-0.00475910610334624,0.000282170952220242,0.299811374545411,0.0018605239794728,1.60784475530334,0.000799008524084262,1.94120677120973e-05,0.0478688427161352,0.000881966628186494
0.0496487551221174,4000,8.35049176283842,-0.00468333065641255,0.000280242641460982,0.301634611417072,0.00190989576826929,1.60145632445005,0.000925954857534863,1.99340050750223e-05,0.0466599955592306,0.000869492588645822
0.0497512698086192,4000,8.30419543397872,-0.0047334482274883,0.000280696676398534,0.299819316338722,0.0019376145758411,1.53752752152538,0.000876467857422405,1.94364396078315e-05,0.0465301169753442,0.000842704740455774
0.0497134386215201,4000,8.42325846361,-0.00481084431527032,0.000282370343830736,0.297073888386212,0.00188064613736723,1.647216798874,0.000877371431389868,2.00230971416211e-05,0.0516118058603877,0.000893479130201509
0.0496529431806472,4000,8.2874000553286,-0.00473977401236872,0.000281948145531057,0.297741722046222,0.00194250382398321,1.58294442588471,0.000910328069953018,2.07616164167073e-05,0.0435213445966067,0.000870493357312905
0.0496565448076596,4000,8.43758464258267,-0.004776693008509,0.000281437288860153,0.308069886819084,0.00186529542312963,1.5891650602714,0.00079340650643629,1.87846714197079e-05,0.0449776474911623,0.000870909201074569
0.0496562894041822,4000,8.4704936937333,-0.00475529904200054,0.000282811863514575,0.308077759299292,0.00184983182056687,1.65653268579632,0.000831762177197458,2.09754243899615e-05,0.0541667069024712,0.000904848330360886
0.0496517067386858,4000,8.34838020871391,-0.00468977521267809,0.00028245137583133,0.301510877541322,0.00191152038280917,1.61868033144824,0.000881403833461254,1.95777829310237e-05,0.0475738254167715,0.000888332215941447
0.0496795495402187,4000,8.27987637047449,-0.00472527576232291,0.000280763090077733,0.30105094813006,0.00194860607809094,1.49560825425172,0.000940404703244115,1.80179773072625e-05,0.0437066911470717,0.000818853523526189
0.0497207720257762,4000,8.32076991638147,-0.00476992870498459,0.000281339218645708,0.301869993073781,0.00192960047115388,1.60028147770351,0.000872701653258478,1.94909114324521e-05,0.0479102560911423,0.000874296999488386
0.0497100243162474,4000,8.29382961497115,-0.00468161409836197,0.00028206619774538,0.29815815341882,0.00193686847846357,1.52421574937189,0.000861848871443558,1.9429735571716e-05,0.0484786645128399,0.000836291841164097
0.0495883492112099,4000,8.2997187012362,-0.00469265155754437,0.000282343110783796,0.304179810322325,0.00193807810366115,1.59641889425332,0.000815424581774768,1.93021915728485e-05,0.0484965821863743,0.000870181863471476
0.0496929461978412,4000,8.30851081109115,-0.00469292109185386,0.000280547950132889,0.305845908435426,0.00193684298904765,1.53637703720567,0.000835550387243435,1.7742479818404e-05,0.0500536326191821,0.000839194195211943
0.0497184977201533,4000,8.30947747351706,-0.00470621794884027,0.00028238951031541,0.300330972401541,0.00193083148226272,1.61080747394957,0.00086989556841738,1.94181952587035e-05,0.0425290704764664,0.000886862202367558
0.049645985717906,4000,8.40842685533518,-0.00473521112720031,0.000282327331531788,0.301672510478434,0.00188364000011407,1.5884670270757,0.000856342669165526,1.94553546797011e-05,0.0558092518186966,0.000867065773350563
0.0496951439924168,4000,8.40495939761232,-0.00468774220536042,0.000280846081644369,0.289102691130306,0.00188601123781999,1.61905625528569,0.000799876836737687,1.95763811935943e-05,0.056803447993777,0.000887533841697306
