"minGCV","optimalBandwidth","meanBeta.Intercept","meanBeta.MAX","meanBeta.FIN_SQ_FT","meanBeta.ACRES_POLY","meanBeta.YEAR_BUILT","sterBeta.Intercept","sterBeta.MAX","sterBeta.FIN_SQ_FT","sterBeta.ACRES_POLY","sterBeta.YEAR_BUILT"
0.0497117523296565,4000,8.34680421754772,-0.00470107237176307,0.000282330161477532,0.303636413714835,0.00191327054979274,1.57934141791031,0.000865763625567406,1.93353547859929e-05,0.0400229911531318,0.000862321641503377
0.0497256423171345,4000,8.3531219112099,-0.00476757629843624,0.000282580996726089,0.297549818451996,0.00191304119094692,1.52507313817478,0.000869007389179517,1.8052331458988e-05,0.0495890378862562,0.000833852701967451
0.0496928914629501,4000,8.33583260970533,-0.00474987499290928,0.000281892325345587,0.306433640555966,0.00192091341811268,1.5676822740076,0.000803228811251421,1.84336748424299e-05,0.038362175892242,0.000855584289936033
0.0496249529393982,4000,8.41788658208033,-0.0046645879787093,0.000281355092165139,0.30210416887694,0.00187453792263981,1.62377049341856,0.000795573986620118,1.79843191804365e-05,0.0452879389986105,0.000888293316208445
0.0496366377541338,4000,8.32832785571361,-0.00473279319184614,0.000280035024034465,0.309780074418673,0.00192465818843091,1.5461326344617,0.000788156837373538,1.81441450066924e-05,0.0378857802231467,0.000848579644225431
0.0496370478311733,4000,8.35593579700051,-0.00471075201039198,0.000281387776893402,0.293129506724842,0.00191069050660965,1.53589960966391,0.000863676250929965,1.86429612905289e-05,0.0449765698835886,0.000838056235513308
0.0496969084028655,4000,8.39944074930979,-0.00472911594908507,0.000281250016541039,0.300293155112992,0.00188459332647288,1.56634273426359,0.000781936198646614,1.83303880259837e-05,0.0454850442781067,0.000860553644167926
0.0497218484560735,4000,8.36680598195384,-0.00469860857583938,0.000280574558621076,0.302243571339262,0.00190564227085017,1.53328256552864,0.000866807153322576,1.81885556934444e-05,0.0503834031901647,0.000838330266322157
0.0496368613628602,4000,8.33113825402382,-0.00470331518697199,0.000282125549719148,0.298266523006895,0.00192107463729595,1.54721147128805,0.00087938293102143,1.8503533954544e-05,0.0489304533759215,0.000844993556359529
0.0496494844749984,4000,8.35087539973391,-0.00476229581286211,0.000282214676111914,0.306361021733656,0.00191350577395988,1.61443700212806,0.000867630244303651,2.0164470696955e-05,0.0435523914737982,0.000876873030240541
0.0496573171508265,4000,8.31537662252676,-0.00474049134183456,0.000281570806414025,0.307516065407724,0.001932875874782,1.59543931812911,0.000850694111633144,1.92335052093306e-05,0.0497634182391446,0.000867432189142241
0.0497372869975227,4000,8.27119635832664,-0.0046445474935161,0.000279575520108401,0.29981519748751,0.00195398770628047,1.58253021582239,0.000794613528040283,1.82791936619368e-05,0.0400300336107442,0.000865165786535925
0.049689207802207,4000,8.38123176094894,-0.00475996644256845,0.000281787556089801,0.300320022411944,0.00189702702449002,1.61094106804456,0.000779317988683629,1.99556360608981e-05,0.0428701633850702,0.000880064132207005
0.0496946651209213,4000,8.30288541343748,-0.00472611216519837,0.000280684853948118,0.309788090405064,0.00193928716566868,1.61497992123392,0.000993623467869538,1.88794295251644e-05,0.0539316694111163,0.000875584443388601
0.0496980449262254,4000,8.36703744191989,-0.00460308016715402,0.000280329166089272,0.306230869143802,0.00190044086598591,1.58608603927129,0.000866661004161657,1.83945752866384e-05,0.0502133027325012,0.000865776438930198
0.049638940856444,4000,8.30542936874875,-0.0046942796406823,0.000280726048851124,0.303534103629529,0.00193643507993196,1.52340488250451,0.000802808482454201,1.74523675148064e-05,0.0530026592415044,0.000837403922711851
0.0496192445174392,4000,8.35511449778277,-0.00464548591914888,0.000281905074381718,0.298446703330592,0.00191106794483206,1.58741649981334,0.000847284543040856,1.83450272370673e-05,0.0475365177557949,0.000862799528725232
0.0496343803864836,4000,8.28791201463601,-0.00475807532153758,0.000280433327632707,0.29954407465273,0.00194773762616624,1.6066190607973,0.000825926062050424,2.02430148397886e-05,0.0442365960025102,0.000874505620407652
0.0496346321561357,4000,8.3680136422667,-0.0047024786737844,0.000281433896333158,0.301830306554857,0.00190397988653963,1.64220140433689,0.000913423432142074,1.93569080201217e-05,0.0563277189447905,0.0008923134269738
0.0496574880991239,4000,8.32616486576877,-0.00470018685883843,0.000280603492364535,0.301803670189734,0.00192366491017218,1.51594114088221,0.00086858385552309,1.90183029676429e-05,0.040060884883021,0.000831190401455839
